event_timestamp,user_first_touch_timestamp
1626502578946611,1626502578946611
1626502578946611,1626502578946611
1626502578946611,1626502578946611
1626502583975773,1626502578946611
1626502583975773,1626502578946611
1626502583975773,1626502578946611
1626502589408858,1626502578946611
1626502590847977,1626502578946611
1626502595380991,1626502578946611
1626502595380991,1626502578946611
1626502595380991,1626502578946611
1626502606134744,1626502578946611
1626502606134744,1626502578946611
1626502606134744,1626502578946611
1626502606134744,1626502578946611
1626502606134744,1626502578946611
1626502612045124,1626502578946611
1626502612045124,1626502578946611
1626502612045124,1626502578946611
1626502612045124,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502616419512,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502619927828,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502624946258,1626502578946611
1626502631772195,1626502578946611
1626502631772195,1626502578946611
1626502637733195,1626502578946611
1626502637733195,1626502578946611
1626502637733195,1626502578946611
1626502637733195,1626502578946611
1626502643906238,1626502578946611
1626502643906238,1626502578946611
1626502643906238,1626502578946611
1626502649980920,1626502578946611
1627597795342465,1627597795342465
1627597795342465,1627597795342465
1627597795342465,1627597795342465
1627597800720721,1627597795342465
1627597827291794,1627597795342465
1627597827291794,1627597795342465
1627570983244089,1627494303334282
1627570983244089,1627494303334282
1627570989336031,1627494303334282
1627570989336031,1627494303334282
1627570989336031,1627494303334282
1627570989336031,1627494303334282
1627571555238842,1627494303334282
1627571555238842,1627494303334282
1627571573231673,1627494303334282
1627571573231673,1627494303334282
1627571573231673,1627494303334282
1627571573231673,1627494303334282
1627571578351034,1627494303334282
1627571578351034,1627494303334282
1627571578351034,1627494303334282
1627571878489644,1627494303334282
1627576548253200,1627494303334282
1627576548253200,1627494303334282
1627576551055594,1627494303334282
1627576551055594,1627494303334282
1627569093572827,1627569093572827
1627569093572827,1627569093572827
1627569093572827,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569098573566,1627569093572827
1627569099413965,1627569093572827
1627569105067769,1627569093572827
1627569105067769,1627569093572827
1627569105067769,1627569093572827
1627569105067769,1627569093572827
1627569105067769,1627569093572827
1627569105067769,1627569093572827
1627569110416146,1627569093572827
1627569119807232,1627569093572827
1627569804204074,1627569093572827
1627569810460496,1627569093572827
1627569810460496,1627569093572827
1627569817761385,1627569093572827
1627569817761385,1627569093572827
1627570101285632,1627570101285632
1627570101285632,1627570101285632
1627570101285632,1627570101285632
1627570106309995,1627570101285632
1627570106309995,1627570101285632
1627570106309995,1627570101285632
1627570106309995,1627570101285632
1627570106311434,1627570101285632
1627570111563361,1627570101285632
1627570111563361,1627570101285632
1627570111563361,1627570101285632
1627570111563361,1627570101285632
1627570111563361,1627570101285632
1627570111563361,1627570101285632
1627570112774219,1627570101285632
1627570112774219,1627570101285632
1627570112774219,1627570101285632
1627588854769171,1626205856050460
1627588854769171,1626205856050460
1627570154448219,1627570154448219
1627570154448219,1627570154448219
1627570154448219,1627570154448219
1627570156392797,1627570154448219
1627570156392797,1627570154448219
1627570156392797,1627570154448219
1627570160769093,1627570154448219
1627570160769093,1627570154448219
1627570160769093,1627570154448219
1627570160769093,1627570154448219
1627570168039011,1627570154448219
1627570168039011,1627570154448219
1627570168039011,1627570154448219
1627570168039011,1627570154448219
1627570168039011,1627570154448219
1627570168039011,1627570154448219
1627570174023771,1627570154448219
1627570174023771,1627570154448219
1627570174023771,1627570154448219
1627570174023771,1627570154448219
1627570178943050,1627570154448219
1627570184668112,1627570154448219
1627570184668112,1627570154448219
1627570189875500,1627570154448219
1627570189875500,1627570154448219
1627570189875500,1627570154448219
1627570189875500,1627570154448219
1627570209834232,1627570154448219
1627570211548465,1627570154448219
1627570211548465,1627570154448219
1627570211548465,1627570154448219
1627570213845965,1627570154448219
1627570213845965,1627570154448219
1627570220293969,1627570154448219
1627570220293969,1627570154448219
1627570220293969,1627570154448219
1627570229197364,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570234779424,1627570154448219
1627570255881005,1627570154448219
1627570255881005,1627570154448219
1627570255881005,1627570154448219
1627570255881005,1627570154448219
1627570920657307,1627570154448219
1627570920657307,1627570154448219
1627575427727452,1627570154448219
1627575427727452,1627570154448219
1627575432732865,1627570154448219
1627576682868380,1627570154448219
1627576682868380,1627570154448219
1627576705603051,1627570154448219
1627576705603051,1627570154448219
1627577255105151,1627570154448219
1627577255105151,1627570154448219
1627577255105151,1627570154448219
1627577255105151,1627570154448219
1627578089592250,1627570154448219
1627578089592250,1627570154448219
1627578089592250,1627570154448219
1627578089592250,1627570154448219
1627578227397181,1627570154448219
1627578227397181,1627570154448219
1627578227397181,1627570154448219
1627578227397181,1627570154448219
1627578542208731,1627570154448219
1627578542208731,1627570154448219
1627578542208731,1627570154448219
1627578542208731,1627570154448219
